pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT
9760,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,A woman is playing the trumpet,0.175,0.44339252
9761,The boy is playing in the mud,A little boy is topless and is serious,0.15000000000000002,0.34265035
9762,There is no person slicing a potato,A person is performing tricks on a motorcycle,0.0,0.12880167
9763,A person is slicing some mushrooms,The elephant is being ridden by the woman,0.0,0.123850696
9764,A boy is walking across a bridge,A person is stirring vegetables in a bowl,0.0,0.0812869
9765,There is no blond child holding a yellow bottle,Someone is playing the guitar,0.0,0.088225245
9766,A man is climbing a rope,There is no man holding a mask in his raised hand,0.04999999999999999,0.27334577
9767,A woman is bowling two eggs to a break dancer ,A baby is playing with a doll,0.0,0.2481809
9768,An instrument is being played by a woman in a red dress,A man is climbing up a rope,0.025000000000000022,0.11183919
9769,A tiger cub is roaring,Two dogs are playing outside,0.025000000000000022,0.36199325
9770,A woman is taking two eggs out of a pot of water,A man is playing a trumpet,0.0,-0.04095372
9771,Two small children are playing with a toy car in the street,A dog is running through a field and is chasing a toy,0.09999999999999998,0.42015466
9772,Two dogs are playing outside,A dog is running through a field and is chasing a ball,0.42500000000000004,0.71123606
9773,The panda is not eating bamboo,A man on a bicycle is riding on one wheel only,0.0,0.4344048
9774,Skewers are being placed onto a rack by a woman,A dog is jumping high into the air in the country,0.0,0.008215309
9775,The sun is shining on the face of the girl who is in a yellow dress,A young black child is standing on the edge of a body of water near some buckets,0.25,0.21631196
9776,A boy wearing a striped shirt is running barefoot on the sandy hill,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,0.0,0.25371912
9777,A woman is cutting a fish,The man is slicing potatoes,0.25,0.35300824
9778,A dog is playing alone on a beach covered by snow,The buttons of a microwave are being pushed by a man,0.0,0.028168261
9779,One fish is swimming ,The man is slicing bread,0.0,0.17462528
9780,A lion is slowly moving around,A person is slicing a carrot into pieces,0.0,0.17160913
9781,The play is about a happy boy playing the piano,A man is playing the guitar,0.275,0.2033417
9782,A boy is playing a game with wooden blocks,Some cheerleaders are dancing,0.0,0.25394434
9783,A young man in a white shirt and gold and black hat is sitting with crossed legs,There is no girl playing the violin on a beach,0.025000000000000022,-0.06266931
9784,The woman is poking a potato,There is no man riding a motorcycle,0.025000000000000022,0.008724627
9785,A man is sitting on the grass and drinking from a water bottle,The child is delightedly playing with toys outdoors,0.025000000000000022,0.11837595
9786,A dog is playing on the green grass,The man is not playing a guitar,0.0,0.15083057
9787,Little kids are playing in a water fountain in front of few people,A monkey is brushing the dog,0.07500000000000001,0.25268292
9788,A man is playing an electric guitar,A group of people is holding drinks and pointing at the camera,0.0,0.16242437
9789,A girl in gold and purple is holding a rainbow afghan,A man is squatting in brush and taking a photo,0.0,0.12991989
9790,A white dog on a leash is walking in the water,A shirtless man is playing football on a lawn,0.0,0.25970328
9791,A large brown dog is jumping over a red hurdle,A young man is running away from the fishing line,0.0,0.299932
9792,"A dog, which is small, is playing on the green grass",A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man,0.0,0.070555985
9793,A person is reading the email,A person with a green shirt is jumping high over the grass,0.025000000000000022,0.0029708166
9794,A monkey is brushing the dog,One man is jumping off a rock wall and another man is dropping a rope,0.0,0.17978258
9795,A man is playing a violin,A woman is cutting a white onion,0.0,0.1347891
9796,A woman is dancing,The singer is hiring a person to fire the guitar player,0.025000000000000022,0.092986435
9797,A woman is cutting a vegetable,A man is inside the house and is throwing blades at a close target,0.0,0.08046299
9798,The man is standing in a lake near a waterfall,A man is performing a trick on a surfboard in the water,0.375,0.52274233
9799,Pedestrians and cars are moving through a traffic jam in the big city,A man is breaking wooden boards with his hand,0.0,0.23657858
9800,A boy is standing next to the opening of a fountain,The man is standing on a rocky mountain and gray clouds are in the background,0.09999999999999998,0.3995762
9802,A woman is eating a cupcake,A man is slicing a potato,0.07500000000000001,0.38364297
9803,A seated woman is singing a song and playing the guitar,The man isn't lifting weights,0.0,0.026489854
9804,A man is sitting comfortably at a table,A brown dog is running in the snow,0.07500000000000001,-0.028008189
9805,"The girl, who is little, is swinging and the woman is standing behind",A red dog is jumping and catching a tennis ball in its mouth,0.04999999999999999,0.26159468
9806,The woman is frying a breaded pork chop,The lady isn't breaking raw eggs into a bowl,0.35,0.19533643
9807,"The Jockeys are riding horses on the field, which is completely green",The black bird is sitting in a leafless tree,0.0,0.36026198
9808,"A man, a woman and two girls are walking on the beach",A woman is adding spices to some meat,0.0,0.14371857
9809,The snowboarder is jumping off a snow covered hill,The person is not standing on white ice,0.125,0.31107986
9810,A young child is watering a plant with splashes,A man is playing a flute,0.0,0.08553964
9811,The man is playing the drums,The black bird is sitting in a leafless tree,0.0,-0.10632092
9812,A small man is sitting in a military accessories store,The person is slicing onions,0.0,0.19075966
9813,A girl is wearing a t-shirt and has her mouth open.,A brown and white dog is holding a baseball in its mouth,0.15000000000000002,0.17705895
9814,A father is pushing his daughter on a go-kart and another girl is watching,A white dog is standing on fallen leaves,0.0,-0.14810883
9815,A man is mowing a lawn,A black and white dog is playing with a tattered volleyball in a brown field,0.0,0.39968288
9816,A white car is being driven by the man,A person playing football is running past an official carrying a football,0.0,0.24963842
9817,A woman is frying fish,Two women are wearing bikinis and are walking on the sand,0.0,0.37078527
9818,A boy is standing in a room by a lamp light,A small group of people are standing and two are sitting on the couch,0.30000000000000004,0.6722687
9819,A couple is running towards the ocean,A snowboarding man is jumping through the air,0.07500000000000001,0.23489952
9820,A surfer is riding the wave,There is no man tying a shoe,0.0,0.11729358
9821,A big dog and a small white dog are playing together,Two construction workers are sitting up on the top of a building,0.0,0.18296039
9822,Two people are riding a bike,A practicing jumper is tossing a person's snowboard into the air,0.25,0.13829121
9823,Mimes are performing on a stage,No little dog is running on the sand,0.0,0.11049324
9824,One person who is practicing snowboarding jumps into the air,A person is frying meat in a pan,0.0,0.06624296
9825,The girl is carrying a sign and a group of people is following her,A woman is cleaning a man's face,0.0,0.32674336
9826,A man is sitting on the lawn and drinking from a water bottle,The women are dancing outside,0.0,-0.08483206
9827,A woman is breaking eggs,A shirtless man is posing with a girl who is hiking in a park,0.0,0.021919437
